f0_mean,f0_std_deviation,hnr,jitter_relative,jitter_absolute,jitter_rap,jitter_ppq5,shimmer_relative,shimmer_localDb,shimmer_apq3,shimmer_apq5,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
183.52952126906357,61.70688269167574,12.861530963620204,0.027656278128304464,0.0001518680793019378,0.012300755742403453,0.013580661106882289,0.11432831199996994,1.1427649774782522,0.046058828868602554,0.06718541721910774,438.591642473483,167.41946054836862,132.60435359193826,84.41147681845374,36.622796108879335,4.381283105490054,-51.22675870201328,-21.675976580596924,-7.684881784760589,2.750536020237623,3.849807699919172,8.752427777473722,0.20821977891332677,0.0
191.4110229566161,37.92467479219104,11.19185616678881,0.016322080605146356,8.548740061513634e-05,0.006892480909392258,0.007165074495062832,0.0787714282070312,0.7350335424627795,0.028916959354781696,0.037680126564803434,781.7182593613148,119.90418979402654,115.15681693091058,71.25937568685623,22.481074991281044,22.888369677046377,-16.57658257799081,-0.005127832016879248,-22.86048503200339,-1.2504133287641555,-8.307895828095962,-7.638449413000578,0.42511858593984214,0.0
124.40437726430518,30.757395984248816,12.064737188183184,0.021813139755109918,0.0001762488183655803,0.00834094334212277,0.009774357543513362,0.10520056089870661,1.0035429354938568,0.04102734490987745,0.06174325078619401,636.0777108926759,142.16049041839744,107.29291299229924,97.86025624122738,28.954005024353197,9.337745003495618,-5.015253793523753,2.583234554408425,-14.572674282488178,0.9402671232532136,-5.533342576806249,-1.4669018707035435,-9.954152370170515,1.0
129.46048912924738,51.69321588397526,13.403747413308698,0.026464747581867044,0.00020753728730375863,0.010665018776555938,0.011644612428243975,0.1047042237515625,1.002981717663696,0.040265694933260286,0.059558882179833884,556.4525437366491,175.68655007821516,97.00097855093568,52.67068839627088,31.35947563238649,33.51786745948677,-34.057905786113906,-12.091941339945569,-11.613015603346588,-3.418581460222217,-15.054758087649988,1.4232583286236342,7.7755694272105425,0.0
117.59489623672535,60.504173022816296,10.182373227284712,0.039906057880230855,0.00014985545512763272,0.01734721514076073,0.01850905485406456,0.12722277038788876,1.2329969822062048,0.04852148318628627,0.07205586928782276,578.9797761905398,178.67271356082634,98.31235120936036,47.81553919747965,34.58724232940191,35.904513778048944,-7.150891556268893,1.8126606686659048,-14.583591109724852,4.764798700800961,11.591348866217203,-2.4772172154538854,8.57688553110055,1.0
187.53052970504928,58.369620698946115,12.06985775425421,0.020874953283410397,0.00011230442025608734,0.009262753119601006,0.009090428818511626,0.08249091647769664,0.8267805211008662,0.02622094337466963,0.03866399151013084,593.2604698951077,175.05833040299788,103.12584198899387,39.409838933925336,18.603944488645425,8.521458855848506,-22.354080694034376,-10.347534917328947,-16.45556621766296,-18.876045391048425,10.377633741938249,3.1052789435230266,-2.436224704139013,0.0
123.080505352046,24.16007550548704,12.484616512499809,0.02682921021946027,0.00021918102904701156,0.011550476107485429,0.012368176931311436,0.09568565767654084,0.9622127751143059,0.03539793720323809,0.05101627145940146,599.9832917155076,176.2377136270875,99.44303140300163,77.51781619297543,41.79247678313325,18.872428495479475,-15.199401416673226,14.032170773850185,-25.06023805568528,-3.743819494001802,-1.4743539059322839,20.126116424091077,-12.373771283647132,1.0
139.925795501187,47.49862574887881,12.3171054544948,0.024971868312491378,0.0001784041670818901,0.010720960316283296,0.013525424422216705,0.12002396613938543,1.1611838470699412,0.04632010676314628,0.07575051681630884,376.773152442215,167.15727162232156,124.0404910210665,85.57488354029157,47.70294605384176,8.062832269196967,-17.823560300823292,19.752612005474692,19.013661301526717,-2.1605284202989115,-28.457064519659642,3.5194302675275755,8.709276120275481,1.0
196.28269779033172,43.31471118578992,14.251458878232826,0.015028327997722605,7.691928799876915e-05,0.005358211043457732,0.005903504346050024,0.08202216406103628,0.8244971488167612,0.029260265795968153,0.04418572357253171,488.09270216729306,154.85808020956767,91.76013461501603,45.537209642516444,26.79532956386586,16.12176281219233,-45.6693350668087,-11.787998796514906,-14.445164518993316,0.833958217127299,3.394994272559076,0.13596394448165167,-6.316675309752957,0.0
168.13406317075115,36.33889350243583,12.738798441779448,0.02184607058841649,0.0001302640544777199,0.009256948966370788,0.009797184176016133,0.07869992115745758,0.7868276348073061,0.025172143563006743,0.04000310086088313,554.6596614871206,127.8562124769259,111.4558867445548,46.22288288227098,23.466147429992542,29.100024925342563,-10.664170863150682,-0.8471010150697741,-23.313870553368762,-7.849978239683098,17.349802551128494,-14.339421369878579,-16.04202860630507,0.0
